Type;Cote;Disponibilité;Fond;Titre;Auteur;Date;Édition;Tome;Thème général;Thème particulier;Résumé;Recollage
Livre;255 GAU;Empruntable;Autre;LES COHORTES DU CHRIST;GAUSSIN Pierre-Roger;1985;1;;Religion;Congrégations et ordres religieux;L' auteur analyse les groupements religieux en Europe et hors d'Europe des origines à la fin du XVIIIe siècle.;
Livre;FL 289 OUV;Sur Place;Local;ESSAI sur l' HISTOIRE DE LA LIGUE A POITIERS;OUVRÉ Henri;1855;1;;Religion;Autres confessions et sectes;Henri Ouvré étudie l’implantation et l’action de la Ligue catholique à Poitiers durant les guerres de Religion.;
Livre;FL 944 081 DUR;Empruntable;Local;CLEMENCEAU;DUROSSELLE Jean-Baptiste;1989;1;;Géographie et Histoire;3e République 1870-1945;Jean-Baptiste Duroselle retrace le parcours politique et intellectuel du « Tigre », figure majeure de la IIIᵉ République.;
Livre;FL 944 044 BON;Empruntable;Local;LE PEUPLE ASSASSINE VENDÉE 93-96;BONNIN Jean;1988;1;;Géographie et Histoire;Terreur 1793-1794;Daniel Bonnin décrit la guerre de Vendée comme une tragédie humaine majeure de la Révolution française. L’auteur adopte une lecture engagée, parlant d’un peuple victime d’une politique d’extermination.;
Livre;FL 944 61 Pat;Empruntable;Local;LE PATRIMOINE DES COMMUNES DE LA VENDEE;Collectif;2001;1;I;Géographie et Histoire;Histoire Vendée;Études des communes incluses dans les cantons de Beauvoir-sur-Mer, Chaillé-les Marais, Challans, Chantonnay, La Châtaigneraie, Les Essarts, Fontenay-le Comte, Les Herbiers, L'Hermenault, L'Ile d'Yeu, Luçon, Maillezais, Mareuil-sur Lay-Dissais, Montaigu, Mortagne-sur-Sèvre.;
Livre;FL 944 044 LAB;Empruntable;Local;LA GUERRE DE LA VENDÉE 1793-1796;LA BOUËRE comtesse de;1994;3;;Géographie et Histoire;Terreur 1793-1794;Mémoires inédites des souvenirs de Madame la Comtesse de La Bouëre.;
Livre;FL 944 04 Rec;Empruntable;Local;Recherches vendéennes n° 1;Collectif;1994;1;;Géographie et Histoire;Révolution de 1789;"Recherches vendéennes n 1 - Annuaire de la Société d’émulation de la Vendée.
- La guerre de Vendée deux cents ans après. Combien de morts ?
- La Vendée au Moyen Age : - histoire du Bas-Poitou - les seigneuries de La Garnache et de Talmont
le marais luçonnais - la baronnie de Pouzauges - Mareuil et sa région.
- Etudes : - le diocèse de Luçon (1533-1534) - les Bas-Poitevins en Normandie (1604-1637) - la « Petite Eglise » en Poitou - les instituteurs publics au XIXe siècle - un député : le marquis de Lespinay.";
Livre;FL 944 62 Car;Empruntable;Local;LES CARNETS DU PAYS MAULEONNAIS;Collectif;2006;1;;Géographie et Histoire;Histoire Deux-Sèvres;Réédition sous forme d'un livre des 15 premiers carnets du Bureau de Recherches Historiques et Archéologiques du Mauléonnais (B.R.H.A.M.);
Livre;FL 944 081 4 FAU;Empruntable;Local;Le Vagabond de la Grande Guerre;FAUVEAU Alain;2008;1;;Géographie et Histoire;3e République 1914-1918;Alain Fauveau raconte les souvenirs de la guerre 1914-1918 de Charles de Berterèche de Menditte, officier d’infanterie.;
Livre;FL 944 14 VIS;Empruntable;Local;8000 ans en Brière;VISSET Lionel;1990;1;;Géographie et Histoire;Histoire Loire-Atlantique;Lionel Visset montre comment les hommes ont façonné la Brière, territoire de marais, à travers l’habitat, les activités économiques et les traditions depuis la Préhistoire jusqu’à l’époque contemporaine.;
Livre;FL 944 044 FOU;Empruntable;Local;La Terreur bleue 15 octobre-23 décembre 1793 La Virée de galerne;FOURNIER Élie;1984;1;;Géographie et Histoire;Terreur 1793-1794;Élie Fournier suit la campagne vendéenne au nord de la Loire après la défaite de Cholet. Il décrit l’errance militaire des insurgés, marquée par les combats, la famine et les massacres. L’ouvrage met en lumière la violence extrême exercée contre les combattants et les civils.;
Livre;FL 944 01 CHE;Empruntable;Local;La Bretagne des saints et des rois Vème- Xème siècle;CHÉDEVILLE André;1984;1;;Géographie et Histoire;Mérovingiens et Carolingiens 486-987;"André Chédeville étudie la formation de la Bretagne médiévale après la fin de l’Empire romain.
Il montre comment l’arrivée des Bretons insulaires, l’action des saints fondateurs et l’implantation du christianisme structurent la société. Il analyse aussi l’émergence des royaumes bretons, leurs luttes internes et leurs relations avec les Francs et les Vikings.";
Livre;FL 944 61 WAL;Sur Place;Local;LA GUERRE DE VENDÉE;WALTER Gérard;1953;1;;Géographie et Histoire;Histoire Vendée;Le présent ouvrage se propose d'étudier la période connue sous le nom de la Grande guerre de Vendée, qui va du 4 mars 1793 jusqu'au 23 décembre de la même année, en suivant la Grande Armée catholique et royale.;
Livre;FL 944 62 GAU;Empruntable;Local;"BRESSUIRE en Vendée militaire	";GAURY Philippe;1985;1;I;Géographie et Histoire;Histoire Deux-Sèvres;Dans ce premier livre est retracé l'histoire des Ssigneurs et de la ville de Bressuire du point de vue miitaire et politique avant la guerre de Vendée.;
Livre;FL 944 62 His;Empruntable;Local;Histoire de la CHAPELLE-LARGEAU D’hier & d’aujourd’hui;Anonyme;2012;1;;Géographie et Histoire;Histoire Deux-Sèvres;Recueil qui donne un aperçu de ce que fut la vie à la Chapelle-Largeau (Deux-Sèvres) à partir du XIIIème jusqu'au XXème siècle.;
Livre;FL 944 03 SAU;Empruntable;Local;L'Édit De Nantes en 30 questions;SAUPIN Guy;1997;1;;Géographie et Histoire;Bourbons 1589-1789;""" L’Édit de Nantes en 30 questions"" explique les causes, le contenu et les conséquences de l’édit promulgué en 1598. L’ouvrage montre comment il instaure une coexistence religieuse fragile entre catholiques et protestants.";
Livre;FL 944 62 MIC;Sur Place;Local;Saint-Clémentin, Segora ? - Recherche sur une antique localité du canton d’Argenton-Château (Deux- Sèvres);MICHAUD G. Abbé;1904;1;;Géographie et Histoire;Histoire Deux-Sèvres;Monographie paroissiale de la paroisse de Saint‑Clémentin (aujourd’hui intégrée à Voulmentin, Deux-Sèvres) : l’auteur y retrace l’histoire de la paroisse, ses institutions religieuses, son cadre local.;
Livre;FL B/944 063 BLA;Empruntable;Local;M. BRICHANTEAU DES HOULIÈRES;BLANPAIN DE SAINT-MARS L;1936;1;;Autobiographie ou Biographie;Autobiographie ou Biographie Louis-Philippe 1830-1848;Histoire d'un bourgeois vendéen sous la monarchie de Juillet.;
Livre;FL 903 LED;Empruntable;Local;DICTIONNAIRE TOPOGRAPHIQUE DES DEUX-SÈVRES;LEDAIN Béllisaire;1990;2;;Géographie et Histoire;Dictionnaires, encyclopédies, concordances;Dictionnaire alphabétique des toponymes (noms de villes, villages, hameaux, lieux-dits, formes anciennes et modernes) du département des Deux-Sèvres, avec leurs variantes historiques et des références documentaires.;
Livre;FL 910 014 EME;Empruntable;Local;Nos Villages ont 1000 ans : SAINT-AUBIN DE BAUBIGNÉ;EMEREAU Jean-Paul;2019;1;;Géographie et Histoire;Géographie et voyages / Noms de lieu;Dans ce livre, sont compilés pour les 151 fermes de la commune, des photos, des éléments historiques concernant chaque village, les particularités du parcellaire, la toponymie et la liste des propriétaires et locataires.;
Livre;FL 911 POU;Empruntable;Local;LE PIN Barlot en Poitou;POUPLIN Noëlle;2007;1;I;Géographie et Histoire;Géographie Historique;Noëlle Pouplin relate l'historique complet de la commune du Pin (Deux-Sèvres), depuis les premiers documents d’archives jusqu’à l’évolution de son bourg, de sa paroisse et de sa vie communale.;
Livre;FL 910 2 Syn;Empruntable;Local;THOUARS;Collectif;????;1;;Géographie et Histoire;Géographie et voyages / Ouvrages divers;Ce fascicule répertorie quelques monuments et sites remarquables à Thouars et alentours.;
Livre;FL 929 1 MAU;Empruntable;Local;Marie d’Aubigné son ascendance, sa descendance;MAUGEAIS Jean;2017;1;;Géographie et Histoire;Généalogie;Dans l’étude généalogique consacrée à Marie d’Aubigné, figure centrale d’une lignée ancienne et influente, l’auteur s’attache d’abord à retracer avec précision son ascendance, en remontant les différentes branches familiales, souvent liées à la noblesse ou à la notabilité provinciale. La seconde partie de l’ouvrage suit la descendance de Marie d’Aubigné, sur 4 générations.;O
Livre;FL 929 2 RID;Empruntable;Local;La Saga des Chaigneau;RIDOUARD Philippe;2017;1;;Géographie et Histoire;Généalogie Histoire des familles célèbres;Cette fresque familiale suit le destin de la famille Chaigneau sur plusieurs générations, principalement ancrée dans la France rurale et provinciale. Elle concerne une famille emblématique de l'histoire de la commune d'Azay-le-Brûlé et aussi du Saint-Maixentais.;
Livre;929 1 SOU;Empruntable;Autre;LES LANDAIS ET LA REVOLUTION;SOUSSIEUX Philippe;1989;1;;Géographie et Histoire;Généalogie;Ce livre regroupe 56 biographies d'habitants des Landes : hommes politiques, notaires, quelques médecins...;
Livre;929 4 LEM;Empruntable;Autre;NOMS DE FAMILLE BRETONS;LE MENN GWENNOLE;1982;1;;Géographie et Histoire;Généalogie Noms de personnes Prénoms;Ce livret comprend la plupart des noms bretons les plus portés, ainsi que des explications générales.;
Livre;FL 929 4 MER;Empruntable;Local;Les noms de famille des Deux-Sèvres;MERGNAC Marie-Odile;2008;1;;Géographie et Histoire;Généalogie Noms de personnes Prénoms;"Marie-Odile Mergnac répertorie les 1 000 noms de famille les plus fréquents dans le département des Deux‑Sèvres, issus des recensements de l’INSEE sur le XXᵉ siècle des anecdotes et des biographies ; les 700 autres sont traités de façon plus succincte, avec leur signification et quelques repères.";
Livre;929 4 VAL;Empruntable;Autre;CATALOGUE DE LA NOBLESSE FRANÇAISE;VALETTE Régis;1989;1;;Géographie et Histoire;Généalogie Noms de personnes Prénoms;L'auteur recense les familles nobles françaises encore existantes ou historiquement reconnues. Il présente pour chacune des informations essentielles : origine, filiation, titres, dates et parfois alliances.;
Livre;914 4 JAR;Sur Place;Autre;PROVINCES ET PAYS de France;JARRY Eugène, Abbé;1943;1;II;Géographie et Histoire;Géographie de l'Europe : France;Eugène Jarry poursuit son exploration détaillée des régions françaises : Agenais, Albigeois, Albret, Alsace, Angoumois, Anjou, Aquitaine, Armagnac, Artois, Aunis, Auvergne, Barrois, Basques (pays), Bazadois, Béarn.;
Livre;FL 929 8 GOU;Empruntable;Local;ARMORIAL DU POITOU;GOUGET A;1994;2;;Géographie et Histoire;Généalogie Armoiries;Ouvrage de référence consacré aux armoiries des familles nobles et notables du Poitou. L'auteur recense, décrit et parfois illustre les blasons, en les accompagnant d’indications généalogiques et historiques.;
Livre;FL 914 461 HER;Empruntable;Local;La Vendée racontée aux enfants;HERUBEL Michel;1978;1;;Géographie et Histoire;Géographie Vendée;Michel Hérubel présente l’histoire de la Vendée à travers des récits simples , il explique les grands événements, personnages et traditions du territoire. L’ouvrage vise à transmettre la mémoire vendéenne aux plus jeunes.;
Livre;FL 914 418 BER;Empruntable;Local;Mazières-en-Mauges gallo-romain;BERTHAUD Gérard;2000;1;;Géographie et Histoire;Géographie Ouest de la France /Pays de Loire;Ce livre de Gérard Berthaud explore le passé gallo-romain de Mazières-en-Mauges à partir des découvertes archéologiques locales. Il met en évidence l’occupation antique du territoire, ses habitats, voies et activités économiques. L’ouvrage éclaire ainsi l’importance de Mazières dans le contexte régional à l’époque gallo-romaine.;
Livre;FL 914 46 MIC;Empruntable;Local;HISTOIRE DE LA PAROISSE DE SAINT-CLEMENTIN;MICHAUD Gustave;1983;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;"Gustave Michaud retrace l’historique de la paroisse de Saint-Clémentin depuis ses origines jusqu’à l’époque moderne.
Il décrit l’évolution religieuse, sociale et administrative du village, en s’appuyant sur les archives locales. Le livre met en valeur la vie quotidienne des habitants et le rôle central de la paroisse dans la communauté.";
Livre;FL 914 49 FIL;Empruntable;Local;AU CŒUR DE LA PROVENCE;FILLOUX Henriette;1956;1;;Géographie et Histoire;Géographie Sud-Est de la France;"Les Éditions de l'École.
""Tout au long de ce manuel, les enfants chemineront sur les routes de Provence. En découvrant les éléments patrimoniaux qui font la richesse de cette région, ils progresseront, d’étape en étape, parmi les cigales et les santons.
Au gré de leur parcours, ils découvriront Arles, la Camargue, le carnaval de Nice, mais aussi les figures de Marie-Madeleine, de Napoléon ou de Frédéric Mistral…""";
Livre;FL 914 46 Deu;Empruntable;Local;LES DEUX SEVRES;Collectif;1838;2;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;L’ouvrage propose une présentation historique, géographique et administrative de ce département récemment créé à la Révolution. Il décrit les pays qui le composent, les villes et bourgs principaux, les ressources naturelles et les activités économiques dominées par l’agriculture. Le texte met en valeur le passé historique, les monuments, les traditions locales et l’organisation politique, offrant ainsi un tableau complet des Deux-Sèvres au début du XIXᵉ siècle.;
Livre;FL 914 464 PAP;Empruntable;Local;AUNIS ET SAINTONGE;PAPY Louis;1937;1;;Géographie et Histoire;Géographie Charente-Maritime;"Dans"" Aunis et Saintonge"", Louis Papy étudie ces deux anciennes provinces de l’Ouest atlantique français en mettant en relation le milieu naturel, l’histoire et les activités humaines. Il montre comment le littoral, les marais, les terres calcaires et la position maritime ont façonné l’économie (agriculture, saliculture, commerce, ports) et le peuplement. Il souligne le rôle historique de la région, marqué par les échanges maritimes, les conflits religieux et l’ouverture sur l’Atlantique, qui ont donné à l’Aunis et à la Saintonge une identité originale.";
Livre;FL 914 462 COM;Empruntable;Local;LES DEUX-SEVRES AUJOURD'HUI;COMBES Jean;1980;1;;Géographie et Histoire;Géographie Deux-Sèvres;Synthèse géographique concernant le département des Deux-Sèvres : Le milieu naturel et les hommes, l'économie et l'industrie, le commerce et le tourisme puis étude des différentes régions du département : plaine du Thouarsais, Gâtine, Bocage, plaines et plateaux du Sud, Marais .;
Livre;FL 914 462 POI;Empruntable;Local;Histoire des communes des Deux-Sèvres : Le Pays de Gâtine - Parthenay - Saint-Loup-sur-Thouet;POIGNAT Maurice;2003;1;;Géographie et Histoire;Géographie Deux-Sèvres;Histoire des communes de Gâtine - Canton de Parthenay: Parthenay, Adilly, Amailloux, La Chapelle-Bertrand, Châtillon-sur-Thouet, Fénery, Lageon, Pompaire, Saint-Germain-de-Longue-Chaume, Le Tallud, Viennay - Canton de Saint-Loup-sur-Thouet : Saint-Loup-sur-Thouet, Assais, Le Chillou, Gourgé, Les Jumeaux, Lamairé, Louin, Maisontiers, La Tessonnière.;
